Date,Open,High,Low,Close,Volume
06-03-2006,222.380005,228.399994,220.800003,224.679993,880790
07-03-2006,227.160004,231.899994,226.800003,228.199997,762297
08-03-2006,227.600006,243.199997,226.399994,234.139999,3228372
09-03-2006,235.020004,236.759995,228.600006,229.940002,1417460
10-03-2006,231.199997,236.960007,231.199997,233.160004,956280
13-03-2006,235.520004,236.399994,232.039993,233,328925
14-03-2006,233.759995,236.360001,230.039993,230.919998,518907
16-03-2006,232,233.600006,230.899994,231.699997,289352
17-03-2006,234,234.399994,231.199997,231.979996,400267
20-03-2006,232.800003,236.399994,232.399994,235.679993,516585
21-03-2006,238.360001,244.119995,237.240005,240.899994,1680012
22-03-2006,242.399994,248.380005,241.399994,243.520004,1567527
23-03-2006,246,247.199997,240.800003,242.699997,545440
24-03-2006,243,253.960007,242.199997,250.660004,862845
27-03-2006,254.119995,259.119995,253.940002,255.720001,1074425
28-03-2006,255.960007,258.799988,251.600006,252.660004,600625
29-03-2006,255.119995,257.119995,253,254.899994,590527
30-03-2006,256,257.980011,254,254.800003,514235
31-03-2006,258,266,254.820007,264.779999,1046027
03-04-2006,266,276.799988,266,274.660004,930912
04-04-2006,275.600006,280.399994,275.600006,277.859985,782707
05-04-2006,279,301.799988,278.799988,298.160004,2846687
07-04-2006,300.5,304.720001,282,289.380005,3578570
10-04-2006,290.720001,294.600006,288,289.720001,1704872
12-04-2006,292.279999,292.279999,270.019989,274.579987,1744005
13-04-2006,275.200012,275.480011,236,260.76001,5196750
17-04-2006,264,270.5,259.600006,263.980011,1765127
18-04-2006,266,281.160004,266,271.920013,2552422
19-04-2006,274.799988,276.799988,265.200012,268.5,1620062
20-04-2006,271.480011,271.480011,261.200012,264.76001,1459472
21-04-2006,264.799988,271.200012,261.200012,263.700012,2114117
24-04-2006,273.799988,277,252,260,898619
25-04-2006,262,265,244.25,247.699997,1452210
26-04-2006,251.5,264.799988,251.5,262.549988,1431888
27-04-2006,263.950012,266.899994,258,260.399994,903610
28-04-2006,255,257.5,225,253.449997,2010794
02-05-2006,263.899994,269.700012,261,263.149994,575118
03-05-2006,265.649994,268,260.200012,266.399994,491095
04-05-2006,270.399994,274.5,265.100006,268.649994,1025586
05-05-2006,271.450012,276.899994,268.5,274.899994,579249
08-05-2006,275.100006,280.350006,271,272.5,716071
09-05-2006,273.899994,275.600006,267.5,274.200012,484470
10-05-2006,276.899994,277.25,272,272.350006,261065
11-05-2006,275.899994,275.899994,270.049988,270.75,263017
12-05-2006,270,273,266,269.700012,319234
15-05-2006,271.149994,274,262.200012,265.649994,415528
16-05-2006,263.5,270,245,262.850006,763282
17-05-2006,266.799988,266.899994,257.700012,258.649994,727404
18-05-2006,255,256,240,244.649994,1102583
19-05-2006,248,254.300003,218,221.5,2148985
22-05-2006,224,235,178,225.550003,1862255
23-05-2006,225.550003,228,206,227.050003,2909749
24-05-2006,235,238.399994,221.100006,230.649994,1361216
25-05-2006,230.649994,230.649994,218,223.25,713860
26-05-2006,224.149994,236.649994,224.149994,233.850006,682808
29-05-2006,237.399994,240.5,234.100006,236.5,379298
30-05-2006,238,244.899994,232.050003,241.449997,1116556
31-05-2006,236.75,239.899994,221.699997,229.5,954345
01-06-2006,233,236,215,219.300003,1086020
02-06-2006,220,224.699997,210,222.399994,909272
05-06-2006,222.399994,227,216.149994,217.850006,372503
06-06-2006,215,218.899994,206.100006,212.800003,1911515
07-06-2006,209.100006,215.199997,205.100006,211.600006,806475
08-06-2006,208,209,195.100006,198.550003,1405169
09-06-2006,199,207,193,203.850006,848851
12-06-2006,204.399994,206,195.100006,198.100006,569521
13-06-2006,196,196,188.25,191.149994,603999
14-06-2006,191.600006,198.899994,190,192,527773
15-06-2006,195,204.899994,194,202.100006,544703
16-06-2006,206,213.949997,206,210.350006,802373
19-06-2006,208.350006,224.350006,205,221.25,783513
20-06-2006,222,222,213.5,217.050003,511260
21-06-2006,216.449997,221.949997,214,220.050003,436303
22-06-2006,226.699997,230,223,224.600006,522706
23-06-2006,223.899994,227.25,217.5,226.399994,510526
26-06-2006,229.899994,234.300003,215.100006,217.75,921958
27-06-2006,220,222.899994,207,214.100006,2016919
28-06-2006,211.100006,216.25,208,212.550003,484395
29-06-2006,214.5,218,206.100006,209.649994,902851
30-06-2006,213.949997,218.899994,212,215.800003,896307
03-07-2006,216.300003,217,212.850006,214.399994,600407
04-07-2006,216,216.949997,209,210.25,1049980
05-07-2006,211,217.800003,208.25,216.649994,1164701
06-07-2006,219.800003,219.800003,213.25,215.649994,553871
07-07-2006,220,220,210,211,590429
10-07-2006,210,214.699997,208.5,214,489349
11-07-2006,212.100006,222,212,220.800003,1213026
12-07-2006,215.199997,223.399994,214.25,222.399994,715727
13-07-2006,220.199997,227.300003,218.5,226.449997,832781
14-07-2006,225,225,219,222.25,519467
17-07-2006,221.5,222,212.100006,214.199997,519146
18-07-2006,214.899994,217.899994,212,216.800003,604503
19-07-2006,220,221,211.100006,212.449997,450534
20-07-2006,215.5,219,214.600006,217.75,519397
21-07-2006,218,223,216.100006,220.149994,1030462
24-07-2006,221.25,221.25,212.75,215.850006,688934
25-07-2006,218.5,224.399994,217.850006,223.100006,499367
26-07-2006,224.949997,229.350006,222.199997,227.550003,591512
27-07-2006,227,233,227,231.050003,686552
